region	mutated_tumours	exp_mutated_tumours	p.cohort_skew	fdr.cohort_skew
SEPTIN2	8	10.82087467222572	0.003665469161340759	0.3581896991958554
KLK15	11	9.570961850238362	0.0036660289994692166	0.3581896991958554
RUSF1	8	15.048161821953205	0.0037075300095349303	0.3581896991958554
OR2T35	8	8.645543387021034	0.0037253960247981524	0.3581896991958554
DUSP29	6	8.95289475239814	0.0037720573096585506	0.3581896991958554
SRF	7	17.08883745718888	0.0037868159005071266	0.3581896991958554
SHB	12	20.898292700449122	0.0038166398636104116	0.3581896991958554
BRAT1	19	25.892028734391143	0.0038329325442427327	0.3581896991958554
ABR	25	24.563275868066434	0.003857897105078033	0.3581896991958554
C3orf56	9	7.0063267512932645	0.003915216731650812	0.3581896991958554
SLFNL1	14	13.755695901833707	0.003920305764626168	0.3581896991958554
NKAIN1	5	6.325741769457517	0.00393140494365869	0.3581896991958554
KRTAP17-1	4	2.8940339921468357	0.003934769878199688	0.3581896991958554
PTH	5	3.713098805681583	0.0039458819828094415	0.3581896991958554
DTD2	6	5.022636341913406	0.003953886563357489	0.3581896991958554
SAMD11	12	30.53877120864983	0.003978763993377754	0.3581896991958554
PDXK	6	10.198148513125895	0.003998149173231783	0.3581896991958554
H2AC15	5	6.151418197410843	0.004053977081205865	0.3581896991958554
PRDM1	25	23.043764499974994	0.004060020550153697	0.3581896991958554
GLG1	29	32.05153327202256	0.004063686288536977	0.3581896991958554
WLS	18	14.121445417360912	0.004069833084502031	0.3581896991958554
SSTR1	18	14.711004433609029	0.004091026129821505	0.3581896991958554
CYB5B	3	5.100932446361355	0.004092506035093541	0.3581896991958554
STXBP6	13	7.051714324525347	0.004119353843649397	0.35868105735528666
ACVR1B	24	15.743061815992897	0.004187671882721014	0.35869355032262573
RUSC2	35	36.02143794471294	0.004201033010878809	0.35869355032262573
BRD3	26	23.777495445647098	0.004202185845100844	0.35869355032262573
OR5M11	18	8.142489194125693	0.004204435411075059	0.35869355032262573
TMEM213	5	3.671666369965293	0.004303476984417515	0.3600304893078433
DUSP1	4	14.264193379375532	0.004316411323281626	0.3600304893078433
SEC13	9	9.622868835676396	0.004316582737758285	0.3600304893078433
AMBRA1	40	33.98035055823867	0.004336061389923609	0.3600304893078433
IRX4	10	21.951094106029615	0.004343485672378363	0.3600304893078433
WDR86	6	15.165071106634759	0.004347988386147291	0.3600304893078433
PPP2CA	16	10.606894051559756	0.004381139253808922	0.3608668673529736
RUNX3	12	16.592010400455674	0.0044272113451214856	0.3608668673529736
FFAR3	18	10.521402669970332	0.004432221740105918	0.3608668673529736
BTNL2	9	13.515065323209692	0.004447144902283166	0.3608668673529736
ZNF488	15	11.416627651819667	0.004476940771701332	0.3608668673529736
MUC5B	104	80.54405428747751	0.004486268182815797	0.3608668673529736
IRF9	12	11.57597376556384	0.004571343275024305	0.36494465900579465
ASPHD1	7	13.594996936805755	0.004580172135284659	0.36494465900579465
TIMM23	8	6.675960467498609	0.004651343461612199	0.365882228147425
TRIM8	13	19.479980875068893	0.004681464923897435	0.365882228147425
PSG2	20	9.097684684529213	0.004682768013997177	0.365882228147425
RBM42	16	17.237871624634497	0.0046865423880140256	0.365882228147425
ACTRT2	19	12.358400712908702	0.0047002393741410855	0.365882228147425
GRIP2	29	30.74919878909252	0.004807362676684745	0.37250445107595737
CCT6A	17	15.2421130649223	0.004833191523737916	0.37279575899078027
STAB2	59	48.930835823932775	0.004864291374122956	0.37348913587129534
TFDP1	32	13.934616388373467	0.0049658864037166964	0.37956449380806534
TENM3	66	55.12216899387302	0.005014213309575612	0.37969575365429137
TXNRD2	15	16.886429676910574	0.0050253581481639505	0.37969575365429137
BAG1	4	13.455150589877913	0.005035037225820581	0.37969575365429137
ST3GAL5	13	12.853505800382914	0.00508807872794927	0.3819903372111958
ZFYVE19	10	15.91467951299894	0.005247758243524738	0.39223509844964544
PCDHGA2	38	29.79098778353539	0.005305383643819837	0.39479533264935984
GIPC1	8	12.665946025869403	0.005354182728409869	0.3959356759275331
LYPLA2	8	7.243426577487213	0.0053675864188613	0.3959356759275331
CCDC9B	13	15.871521270262448	0.005470669020939811	0.3968011103128057
ANXA8L1	3	10.291990697764097	0.005477438497915287	0.3968011103128057
PGLYRP1	6	7.074720581237786	0.005480823876532521	0.3968011103128057
FAM163A	7	5.702922148245875	0.0054868206547421085	0.3968011103128057
ZBTB7B	17	17.208754242653296	0.005496771241605288	0.3968011103128057
RIC8A	17	16.708108212771442	0.0055985870008377105	0.40243119837510893
TRIO	62	63.002908178519704	0.005625992979983744	0.402687599228328
SIPA1L3	23	46.93870264092321	0.005675909135768438	0.403153141571536
AP1M2	18	14.184549737031478	0.005734848949240343	0.403153141571536
NUSAP1	11	13.292751446500512	0.005736942543853286	0.403153141571536
RBM39	24	17.287079936002648	0.005744559060562389	0.403153141571536
FLG	87	69.88421308796563	0.005751829689719403	0.403153141571536
SLC48A1	3	5.606471596744557	0.0057923517930223755	0.4033868544674905
CCKBR	15	17.58014425853051	0.005831096821945165	0.4033868544674905
OR4C13	27	7.014289361900483	0.005839210407432921	0.4033868544674905
COL26A1	8	15.346597787966266	0.0058506854928093285	0.4033868544674905
MSRB1	4	4.873709546944347	0.005901124655208627	0.4036987896311191
TTC7B	35	25.769809756266156	0.00593404217824526	0.4036987896311191
IRF7	8	17.989747454581025	0.005962727938170881	0.4036987896311191
SPX	5	4.2253338700194405	0.005970244604992451	0.4036987896311191
CES3	20	16.54990508824821	0.005974703848435933	0.4036987896311191
FAM135B	65	32.48135076193945	0.0061135031766198855	0.41143145681061
PCDHA9	55	32.06637846809143	0.006191443677956194	0.41502328019061924
PRKACA	12	11.977960185100242	0.006229947238077642	0.41595363140556335
MLPH	18	18.630129621409164	0.006337109137026538	0.4193464554515564
MYL5	3	6.2987097099952765	0.006363766408552255	0.4193464554515564
LCE3A	5	2.8830610705895645	0.0063723795619052845	0.4193464554515564
MTNR1A	12	11.356408506498381	0.006380063879413332	0.4193464554515564
GRIA1	27	24.70262737331702	0.006445298904355285	0.4219922057843778
TRAPPC9	25	32.33959134319192	0.006540897702412102	0.4254288655902314
MZT2B	3	7.802913489194707	0.006556689302017043	0.4254288655902314
SEMA4F	29	22.89288496383224	0.006573344418603504	0.4254288655902314
GHRL	6	3.766758596795506	0.006603036450151114	0.42560381022176613
C1QTNF5	5	10.54841964769424	0.006648521048823806	0.42560381022176613
HIP1R	16	32.02317808902636	0.006651634258734683	0.42560381022176613
JPH3	27	28.593943860748745	0.006721334986454426	0.4274807280423777
AMIGO3	19	20.358475975768044	0.006781581004223146	0.4274807280423777
DHRS4L2	5	7.591405087790506	0.0067838102702959405	0.4274807280423777
ORMDL1	4	3.9853350632372173	0.006831799058252779	0.4274807280423777
GPR146	5	11.415497256269983	0.006897005188364443	0.4274807280423777
FOXC2	6	21.32659937142707	0.00692565899505538	0.4274807280423777
PTHLH	10	7.57625320877637	0.00693495048039479	0.4274807280423777
OSBPL7	21	26.051976379944993	0.006940102161798723	0.4274807280423777
RPTN	15	20.654616304881653	0.006956879109236625	0.4274807280423777
FAHD2B	5	8.50994075709395	0.00695771864008253	0.4274807280423777
LINGO4	21	15.647547192093796	0.007012605657904298	0.4274807280423777
HTR5A	25	13.460645984013944	0.00705639388181174	0.4274807280423777
HNRNPA1	10	10.421359327463477	0.007064922525885611	0.4274807280423777
THRAP3	33	30.397184858971848	0.007077376837998569	0.4274807280423777
CACNB1	22	19.601660042879057	0.007094503725763382	0.4274807280423777
YJU2B	8	15.256292435948433	0.007107771802038348	0.4274807280423777
ST6GAL2	21	18.00887849845257	0.0071111818955664294	0.4274807280423777
TRAF1	7	12.78605028295827	0.007201243036222319	0.4313595651342816
DMBT1	51	48.65758873323828	0.007229292924214783	0.431509597441117
MYOZ1	12	8.257488603941983	0.007289606735151715	0.4335775949654323
C11orf53	7	9.401897767316353	0.0073732908877844425	0.43455684200424605
MNDA	25	11.221615896677314	0.007375789226042323	0.43455684200424605
MAN2B2	22	29.642322286664683	0.00742943356710315	0.43455684200424605
COX6A1	6	4.888868732800289	0.007443846514945873	0.43455684200424605
IGFBP5	6	11.041268810899842	0.007450704503344508	0.43455684200424605
AMER2	22	26.277812152347646	0.007460424116814549	0.43455684200424605
H2BC8	5	5.447979259880209	0.007495676301913672	0.43510984224029464
STUB1	6	12.923027784578238	0.0075561008871643616	0.4352143711426985
FBXO31	16	20.891037354702323	0.007572054218644848	0.4352143711426985
OGFOD3	13	13.653964461889315	0.00759688727291708	0.4352143711426985
DCAF4L2	28	13.528991100750162	0.0076005351342112275	0.4352143711426985
ALKBH7	4	10.054719004772545	0.007647212325187901	0.436407806071196
RBP3	35	32.71453917765179	0.007712976982326115	0.43849644803363225
SEMA3G	14	24.656249830139902	0.00775259965014523	0.43849644803363225
CHCHD5	7	4.5215033732323695	0.007761688252548902	0.43849644803363225
PMEL	21	16.39481758228465	0.00782514736941145	0.4406079645469941
DAZAP1	7	13.81720118189425	0.007895897949200785	0.4423313203294637
CHD3	61	47.988998321230206	0.007908125665374025	0.4423313203294637
SETD1B	33	49.334605878837095	0.007971031677589899	0.44437843926682696
MAZ	5	19.528890303043923	0.008064021323063367	0.4480837111486395
CHDH	14	19.840564877963356	0.00814646834931803	0.44940248167355346
CDH19	39	19.72394534753224	0.008175535242923766	0.44940248167355346
MOAP1	11	11.043936862618622	0.008297674592452701	0.44940248167355346
GSPT1	8	18.993437696617065	0.008316846275882524	0.44940248167355346
GDF7	7	22.363735229364053	0.008331396015711942	0.44940248167355346
FIBIN	8	7.172693014819022	0.008331533705898375	0.44940248167355346
UBE2QL1	6	6.952973016554309	0.008343712477219828	0.44940248167355346
PGLYRP3	9	9.430122567770521	0.00836369415370119	0.44940248167355346
CCDC126	5	4.005785375136618	0.008404233674079449	0.44940248167355346
SLC5A3	20	18.272931714571865	0.008422293457758691	0.44940248167355346
SLC9A3R2	9	14.973477359427164	0.008457948375457202	0.44940248167355346
COMMD6	4	2.7531754090928624	0.008458175861583846	0.44940248167355346
ACSL6	28	19.78534964179669	0.008467768827646077	0.44940248167355346
GGTLC2	4	7.474284132082682	0.008469189647588143	0.44940248167355346
CYP2A13	21	16.23324871035593	0.008497028876172178	0.44940248167355346
WDTC1	24	19.92534282775545	0.008513426126896585	0.44940248167355346
RUNX1T1	37	20.76450898331182	0.00860443259620151	0.4513751980110769
SLC35A4	9	9.769401207995692	0.008607338839390534	0.4513751980110769
ZNF3	19	12.75730982871109	0.00863096074813982	0.4513751980110769
ZBTB12	9	15.661769947145803	0.008725354941181871	0.4529109015257112
CLPP	5	11.025192706880974	0.008782798300864097	0.4529109015257112
RBP5	6	4.567549610265848	0.008789139478527483	0.4529109015257112
PBRM1	39	38.93704213959961	0.00879432426286004	0.4529109015257112
AGRN	21	53.191855608788615	0.008809286924369173	0.4529109015257112
PEX11G	7	9.046009268625422	0.008821198591164987	0.4529109015257112
CLPX	21	17.85326679585812	0.008948413900974086	0.4580503261068311
NOTCH1	43	58.64511912578095	0.009022118796660124	0.4604278873510055
IKZF1	18	19.295769568319255	0.009122221338170505	0.4629269827794599
H2AC21	4	6.595291021442553	0.00914187352894621	0.4629269827794599
MTOR	54	52.17346693714178	0.009153304063955694	0.4629269827794599
JAK3	30	32.940699866278415	0.009211161052254726	0.4644624850587667
SYT12	15	14.549207843986041	0.009260858055524013	0.4655786139104513
DPYSL5	25	18.316444422662872	0.009319786117765076	0.46567182758744063
TRIML1	19	13.890254619344192	0.009322565708472043	0.46567182758744063
IL17F	5	5.055101076142863	0.009345414962831066	0.46567182758744063
YWHAE	6	8.85687861577788	0.009384128085861846	0.46622556360699496
NDUFS7	6	9.235978188461907	0.009434734294398658	0.4673651956040532
SOS1	48	32.8351339581596	0.009658978556301889	0.477074461324712
H2AC17	5	6.090727774999347	0.009729882737900486	0.47917544958779884
GGT5	16	17.890414424143287	0.009793476793929752	0.4809052616368063
TLCD3A	5	9.695097868395393	0.009924322033096643	0.4859178196610681
CPNE1	16	14.996850417716578	0.010063608484707574	0.4896630179956356
EIF3I	10	9.558062850406323	0.010090464010415946	0.4896630179956356
CHRNB1	8	16.955832947331032	0.010103914388576303	0.4896630179956356
UROC1	24	19.793090862110578	0.010116764934908646	0.4896630179956356
USF2	6	13.998210082145292	0.010207353872734809	0.49148970993549745
COX5B	5	4.882095662664116	0.010212697619426924	0.49148970993549745
SAPCD2	3	18.24522307236002	0.010310760080047774	0.4947993161141108
CPLANE2	6	9.338908923823773	0.010384779292137504	0.49693963683508985
ARHGAP27	18	32.63974130744766	0.010458028532297658	0.49903112420218093
OBSCN	104	108.81432183108649	0.010592399562491887	0.5040191927031351
OR4K15	17	9.107902665365215	0.010688075670173549	0.506321416215047
TCF7	10	14.699136003408809	0.01074701696320393	0.506321416215047
ANKRD65	3	17.545494767477177	0.010748395329944625	0.506321416215047
FAM71F2	6	8.523400135728153	0.010760678926190023	0.506321416215047
CLEC17A	17	9.663693083295392	0.010879259905603294	0.5074561398403403
MTG2	15	14.713331852347764	0.01090385701583348	0.5074561398403403
ZMPSTE24	17	12.883139028530183	0.010917059452895716	0.5074561398403403
KRTAP19-8	8	1.7746143848646572	0.010932354347664168	0.5074561398403403
SERINC3	18	12.680167426313457	0.010935000882185878	0.5074561398403403
PDLIM4	9	12.399810832865846	0.011162228301299893	0.5165818094946788
PTCH2	32	30.525483644822778	0.01123197489426175	0.5173769118637522
ARID5B	44	30.15365959594163	0.011273370579076679	0.5173769118637522
PRR14	15	19.601475100630164	0.011284886084023525	0.5173769118637522
NID2	46	34.35839978008038	0.01130192283197517	0.5173769118637522
CDK9	8	12.91083157648765	0.011380772381788203	0.51902917510648106
CYP2A6	19	15.9667981891841	0.011399468622099484	0.51902917510648106
CIB2	8	6.434405098115331	0.011510567154617018	0.5222752760043831
KCTD13	8	12.632942778925417	0.011532599925978859	0.5222752760043831
UNK	20	25.43840170828559	0.01178131367591897	0.5301295568151158
RMND1	10	12.374756501131756	0.011787182918876102	0.5301295568151158
PKNOX1	9	13.332241187014358	0.011827518260108966	0.5301295568151158
GBF1	32	42.47470389124882	0.011831567778788694	0.5301295568151158
TASOR2	44	47.23041836751994	0.011892638796883476	0.5314562289866552
MINK1	38	37.61028928180289	0.011988729723844254	0.5332765007497405
FLOT2	12	15.139373324842673	0.01199651138319331	0.5332765007497405
EFNA4	8	7.577271885002206	0.01205634288302068	0.5338001293945659
STC2	6	10.84675764175148	0.012071492388629182	0.5338001293945659
MPG	7	11.574197443413265	0.01210335156427693	0.5338115264328092
WNT9A	9	14.803007895641388	0.012148296211650065	0.5343984885603982
RMND5B	14	12.644731357827242	0.01218495663498707	0.5346189285148093
RDH13	10	11.744745647175014	0.012223108172470252	0.5349034799206411
SHANK3	24	52.891630268791864	0.012256513370068363	0.5349793897860331
ENO1	15	13.139955085411943	0.012302226655461688	0.5355907542888114
SLC25A45	10	8.725428598891225	0.01237968118977554	0.5374215451641254
PRSS36	10	25.64472748534556	0.012410470279292922	0.5374215451641254
NUCB1	13	16.49085546064302	0.012439724375987038	0.5374215451641254
MSANTD1	4	12.631231287636437	0.012529136086224045	0.5384915013009015
SSB	12	11.4024312561498	0.012593210455084273	0.5384915013009015
CDR2	15	13.673778538903797	0.012624028784175512	0.5384915013009015
ARSA	11	16.415056513879293	0.012644584052868335	0.5384915013009015
SPINT1	6	17.542007812217438	0.012716428578801205	0.5384915013009015
KIF5A	42	29.624717413055393	0.012806868804877436	0.5384915013009015
RNF122	6	4.501524583381439	0.012813926001331266	0.5384915013009015
SLC22A23	20	21.927767671124617	0.012819027268252101	0.5384915013009015
CTDSPL	11	8.809608061400365	0.012844948240358872	0.5384915013009015
DPYSL4	16	19.85814422942143	0.012855152105759275	0.5384915013009015
